a#
gai#蓋
gàn#紺榦幹贛
gǎn#鱤趕稈桿
gān#尷𩴵𩚵飦諴幹乾
gàng#掆戇
gǎng#崗
gāng#鋼綱棡掆岡剛𦱌頏碙崗
gào#鋯誥
gǎo#縞鎬
gāo#
ge#擱個
gé#鮯騔韚閣鎘鉀頜
gè#箇個鉻
gě#魺個
gē#鴿鴐閤鎶擱鉿鉻紇
gěi#給
gén#
gèn#揯
gěn#䫀
gēn#
gèng#亙
gěng#鯁綆
gēng#鶊賡絙
gong#
gòng#贛貢𡟫嗊
gǒng#鞏𥨐嗊
gōng#龔碽宮魟
gòu#購詬覯構夠䝭鴝
gǒu#
gōu#韝鉤緱溝鴝
gu#
gú#鶻
gù#鯝顧錮僱
gǔ#餶鈷轂賈詁蠱縎穀鵠
gū#鴣鈲軲轂
guá#
guà#詿掛
guǎ#剮咼
guā#鴰騧颳煱諣銛
guài#𢶒噲
guǎi#柺
guāi#
guàn#鸛鏆貫摜慣鰥櫬
guǎn#館輨䲘幹
guān#鰥關觀閞淪
guàng#
guǎng#獷廣
guāng#
guì#鱖貴襘簂瞶癐櫃檜槶匱劌劊䞈媯
guǐ#軌詭匭謉
guī#龜鮭鬹閨規歸槼媯䲅潙
gùn#
gǔn#鯀輥緄滾錕緷鰥
guó#膕摑幗國簂
guò#過
guǒ#餜錁
guō#鍋鈛濄堝嘓𨽏蟈楇咼
guo#過
há#
hǎ#
hā#鉿
hái#頦還
hài#駭閡
hǎi#
hāi#
hai#
hán#魽韓頜鈐榦馯幹
hàn#駻馯頷閈漢桿
hǎn#㘚闞軒
hān#魽頇
háng#頏絎
hàng#頏
hāng#
hao#號
háo#蠔號
hào#顥鎬號灝𧦝
hǎo#
hāo#
he#
hé#齕鶡魺頜闔鑉輅覈紇㗿𨨛餄閡轄咼
hè#鶴賀鶡鬩鵠
hě#
hē#訶
hēi#𨭆
hén#
hèn#
hěn#
hēn#
héng#鴴橫恆䬝
hèng#
hēng#
hóng#黌鴻魟閎鉷葒綋紘紅
hòng#鬨訌鴻
hǒng#嗊
hōng#轟輷
hou#
hóu#餱
hòu#鱟鮜後詬
hǒu#
hōu#
hu#戶
hú#鶦鶘鵠鬍餬衚壺鶻縎
hù#鸌鱯護滬戶嚛䊺𨥛穫
hǔ#滸
hū#軤𧦝
huá#鷨驊鏵譁華劃㠏獪澮
huà#諣話畫澅樺嫿𩸄劃鮭
huā#嘩蒍
hua#話
huai#劃
huái#懷
huài#壞
huan#歡喚
huán#闤鐶鍰繯絙瓛環䴋䴉還
huàn#鯇換喚
huǎn#緩
huān#鴅鸛歡
huang#
huáng#黃鰉騜餭鐄鍠
huàng#
huǎng#謊
huāng#
hui#
huí#鮰迴韋繢
huì#頮靧闠賄諱誨薈翽繪繢穢璯獩燴會彙匯銊襘蒐澮墮噦䙡檜
huǐ#燬毀
huī#輝詼褘翬煇暉撝揮媈墮噅鑴琿煒椲𢯷
hún#餛琿渾䮝㑮餫煇緄緡
hùn#諢䫟緄
hǔn#
hūn#閽葷
huo#
huó#
huò#隻鑊貨穫禍獲楇㦎㗲膕
huǒ#鈥夥
huō#
ji#輯記計
jí#鶺級極卽覿蠀𩢴緝輯
jì#鱭鮆驥霽際誋記計覬襀薊繼繫紀璾濟檵嚌劑𩥉𨣧鯽訐薺櫅魥
jǐ#魢蟣擠幾䍤颳給
jī#齏齎鷄饑飢雞錤銈躋跡譏羈績緝積磯璣櫅機擊嘰勣䕤𨊻蘄覘
jia#
jiá#鵊餄頰鋏郟蛺莢𩛩𥞵頡𪙏䀹夾
jià#駕價賈
jiǎ#鉀檟賈
jiā#鎵鉿筴浹夾傢
jian#間見
jiàn#餞閒鑒鑑鍵踐賤諫見薦艦濺漸劍𤷃鍊譖聻塹𩤊梘間
jiǎn#鹼譾襉繭籛簡筧瞼減檢梘撿揀戩儉𩟗鹹騫鐧錽礆閒𧸘醶
jiān#鶼鳽鰹韉間鐧艱縑緘箋監殲樫姦堅㔋𣝕鰜閒籛戔軒
jiang#
jiàng#醬絳𩝽將
jiǎng#講獎槳奬蔣
jiāng#鱂韁螿薑蔣繮漿殭將
jiào#轎較嶠䚩𩏷絞覺
jiǎo#餃鉸譑蟜腳繳絞矯攪撟䚩蹻喬僥僑
jiāo#鷦鵁鮫驕鐎轇膠澆嬌𨶲蕎矯撟憢僥
jie#
jié#鮚詰訐結節潔傑䌖䀹𪀾𩢴𦀖頡脥紇
jiè#誡屆𪙏𩡺
jiě#鍇
jiē#階謯癤鍇嚌結
jìn#進覲藎縉燼濜晉勁儘䫴紟䌝鋟盡
jǐn#饉錦謹緊盡巹僅
jīn#紟璡䌝濜
jing#靜經
jìng#靜靚鏡逕脛競痙淨桱徑弳俓䝼𩰹陘葝㵾
jǐng#頸烴剄頴獷
jīng#鶄鯨驚莖經涇
jiòng#
jiǒng#熲絅鎣熒
jiōng#駫絅瀅
jiù#鷲舊
jiǔ#糺
jiū#鳩鬮糾糺𩏷繆
jiu#
ju#舉
jú#駶侷雛鋦蹻
jù#颶鋸鉅貗詎窶據懼屨寠劇鄒鮍雛蔞簍
jǔ#齟舉櫸
jū#駒鋦䝻俥
juàn#雋縳絹𩜇鋗捲
juǎn#錈捲𩜇
juān#鵑鐫鋗
jué#鶌駃钁鐝鐍譎訣覺蕝絕決鱖騤闋闕蹻
juè#誳
juě#
juē#撧屩鞽
jùn#駿餕雋
jǔn#
jūn#鮶鈞軍皸
kǎ#
kā#
kài#愾喫
kǎi#闓鎧鍇愷塏剴凱閡
kāi#開鐦䤤
kàn#闞薟
kǎn#轗檻
kān#龕
káng#
kàng#閌鈧
kǎng#骯
kāng#鱇
kào#鮳銬
kǎo#撟
kāo#
ke#
ké#殼頦
kè#騍課緙剋龕錁
kě#
kē#顆錒鈳軻痾𨍰頦鉿
kēi#剋
kèn#
kěn#齦懇墾頎
kēn#
kěng#
kēng#鏗硜䡩鉺脛
kòng#
kǒng#
kōng#
kòu#釦
kǒu#
kōu#瞘摳剾毆嫗
kou#
kú#
kù#褲絝庫嚳
kǔ#
kū#𪍠𩑔𧷎
kuà#
kuǎ#錁楇
kuā#誇
kuài#鱠鄶膾獪澮塊噲儈䯤𥢶鬠駃蕢璯檜會
kuǎi#擓
kuai#
kuǎn#䥗
kuān#髖臗寬
kuáng#鵟誑
kuàng#鄺貺纊礦況曠壙𨇁
kuǎng#儣壙
kuāng#誆
kuí#騤闋鮭
kuì#饋謉蕢聵簣潰殨憒嬇嘳䙡𨣈巋匱瞶
kuǐ#頍窺
kuī#虧窺巋蒍
kùn#睏
kǔn#閫綑壼齦
kūn#鵾鯤騉錕崑餛鰥
kuò#鬠闊擴𠠎鄺噲
la#
lá#
là#鑞蠟臘攋鱲癩𩧆
lǎ#
lā#𩤲摺
lái#麳錸萊淶棶徠崍婡倈來𨂐𧳟顂釐
lài#顂賴賚襰籟睞癩瀨勑𡃄誺癘攋徠婡倈釐
lǎi#
lán#闌躝讕襴襤蘭藍籃璼灡瀾欄斕攔嵐㘓鑭漣㔋
làn#鑭爛濫闌諫
lǎn#覽纜欖攬懶壈廩
láng#鋃𩛡鎯
làng#閬𩳤
lǎng#閬樠
lāng#
láo#鐒澇嶗勞𤩂𤛮癆嘮
lào#耮癆橯澇嘮
lǎo#銠
lāo#撈
le#餎
lè#鰳樂
lē#
lei#
léi#鐳轠虆纍縲盧婁
lèi#類纇淚纍
lěi#誄壘纍
lēi#
lèn#
léng#稜
lèng#稜
lěng#
lēng#
li#裡
lí#鸝鱺鯬驪離釐酈蘺縭籬灕孋䍦纚氂儷釃灑
lì#麗鷅鴗靂隸鎘鉝轣轢躒蠣藶綟糲礫礪癧癘爄瀝歷欐櫪櫟曆慄壢嚦厲厤勵儷䟐䍽㯤𩶘𩣫𨞺𢤩颯擽孋䁻鑠酈濼
lǐ#鱧鯉鋰邐裏禮鱺欐纚裡
liǎ#倆
lián#鰱鐮連褳蓮聯縺簾漣槤憐奩嗹䭑𦔖璉斂
liàn#鏈鍊練煉瀲殮戀孌𧸘𧡴攣鱄
liǎn#襝蘞薟臉璉斂醶輦蓮槤
liang#
liáng#輬綡糧涼樑靚
liàng#鍄輛諒
liǎng#魎掚啢兩閬蹣
liáo#鷯鐐遼繚療鏐繆
liào#釕
liǎo#釕
liāo#
lie#
lié#
liè#鴷鱲鮤獵𩧆𩢾𥪂臘綟爄
liě#
liē#倈
lín#鱗鄰轔臨壣
lìn#閵躪賃藺轔
lǐn#稟廩凜
ling#靈
líng#齡鴒鯪靈閝錂鈴軨綾爧淩欞䖅
lìng#
lǐng#領嶺軨
līng#
liú#鶹騮飀鏐鎦瀏劉餾
liù#鷚餾鏐鎦
liǔ#鋶鉚綹僂蔞
liū#瀏
lo#
lón#
long#籠
lóng#龍鸗躘蘢聾籠礱矓瓏爖瀧櫳朧曨嚨䮾䪊𨏠𦪽龓寵
lòng#贚徿䮾蘢
lǒng#龓隴攏壟𢤱躘蘢徿𦪽籠
lōng#
lou#嘍
lóu#髏遱謱螻蔞耬瞜熡樓慺婁僂䮫窶漊寠
lòu#鏤瘻𨫒
lǒu#簍摟嶁塿耬漊
lú#鸕鱸顱鑪轤蠦蘆艫臚矑盧爐瀘櫨曥廬壚嚧㿖鹵
lù#鷺騼騄陸録錄轆賂籙彔輅緑攄㿖
lǔ#鹵魯鑥鐪虜艣磠滷氌櫓擼擄嚕
lū#擼嚕
lǘ#驢閭膢櫚鏤瞜盧瘻櫨廬䮫婁
lǜ#繂緑綠濾慮録寠
lǚ#鋁褸縷穭漊屢魯謱蔞臚簍慺婁
lu#蘆
luán#鸞鑾臠灤欒攣巒孿𨈌孌
luàn#亂
luǎn#孌
lüè#鋝擽
lún#錀輪菕綸淪崙圇倫侖㷍㖮
lùn#論侖
lǔn#淪
lūn#掄
luo#羅囉
luó#騾饠鑼邏覼蘿腡羅籮欏囉儸𤄷玀
luò#駱鉻絡犖濼𨇽𠏢櫟躒
luǒ#鎯欏
luō#羅囉
ḿ#
m̀#
m̄#嘸
ma#嗎媽
má#嗎
mà#駡罵禡獁榪嘜傌驀
mǎ#馬鎷螞碼瑪獁榪傌
mā#嬤媽
mái#𢠼
mài#麥霢邁賣脈勱
mǎi#買蕒嘪
mai#賣
mán#鰻饅顢謾蠻瞞樠蹣
màn#鏝縵謾
mǎn#蟎滿
máng#鋩鸏
màng#
mǎng#
māng#
máo#錨犛氂鉾
mào#貿䋃
mǎo#鉚
māo#貓
mao#
me#麼
méi#黴鶥鎇鋂沒𪃏
mèi#
měi#鎂
mei#
men#們門
mén#門鍆璊捫𣯩
mèn#燜懣悶
mēn#悶
méng#鸏鄳矇濛懞鋂黽
mèng#夢
měng#黽錳矇懞
mēng#
mí#謎瓕獼擟彌䕳㜷𡾱𡄣籋禰獮瀰
mì#謐覛覓祕冪
mǐ#羋瀰
mī#
mián#綿緡
miàn#麪
miǎn#鮸緬澠靦黽
mian#
miáo#鶓
miào#廟繆
miǎo#緲
miāo#
mie#
mié#
miè#衊滅
miē#羋
min#
mín#緡𪂆閔
mǐn#鰵閩閔簢潣憫𥜐黽緡
míng#鳴銘
mìng#
mǐng#
ming#
miù#謬繆
miǔ#
mo#
mó#饃謨
mò#驀鏌縸沒
mǒ#
mō#
móu#鉾謀繆
mòu#
mǒu#
mōu#
mou#謀
mu#
mú#墲
mù#鉬縸𩵦鶩樢繆
mǔ#畝
n#
ń#
ǹ#
ň#
ná#鎿
nà#鈉軜納䪏𩚛㪎吶
nǎ#
na#
nái#孻
nài#錼
nǎi#
nai#
nan#難
nán#難
nàn#難
nǎn#
nān#
nang#
náng#饢譨噥𩛡憹
nàng#
nǎng#饢
nāng#
náo#鐃譊蟯碙橈撓憹
nào#鬧鐃
nǎo#腦惱堖憹
nāo#
nao#鬧
ne#吶
nè#訥
néi#
nèi#內
něi#餧餒
nèn#
néng#
nèng#
něng#
ng#
ńg#
ňg#
ǹg#
ní#齯鯢輗𩸦鈮
nì#膩灄濘
nǐ#鈮聻禰擬𢣚瀰
nī#
niā#
nián#鮎䴴
niàn#唸
niǎn#輦躎攆輾
niān#
niang#
niáng#孃
niàng#釀
niǎng#
niào#
niǎo#鳥裊蔦樢嫋𪈼
nié#
niè#齧顳隉闑鑷鎳錜躡聶籋櫱䌰𡿖諗囁嚙䭃
niě#
niē#
nín#䋻
nǐn#
níng#鸋薴聹獰濘檸擰寧嬣嚀䗿𧭈
nìng#甯濘𧭈寧
nǐng#䗿
niú#
niù#
niǔ#鈕紐
niū#
niu#
nóng#農蕽膿穠濃噥儂㺜𨲳憹
nòng#
nǒng#繷
nóu#譨
nòu#
nǒu#
nú#駑
nù#
nǔ#
nǘ#
nǜ#
nǚ#釹
nü#
nuán#
nuàn#餪
nuǎn#餪
nüè#瘧
nún#
nùn#
nuó#儺㰙
nuò#諾鍩
nuǒ#
ó#
ò#
ō#
ou#嘔
óu#
òu#漚慪嘔
ǒu#甌嘔
ōu#鷗謳甌毆歐慪嘔䙔紆漚摳䧢
pá#鈀
pà#
pǎ#
pā#
pái#
pài#
pāi#
pán#蹣盤瀋
pàn#詊
pǎn#闆
pān#姍
pan#盤
páng#龐鰟
pàng#
pǎng#
pāng#鎊
páo#颮鉋
pào#礮皰
pǎo#
pāo#拋鮑
péi#賠錇
pèi#轡
pěi#
pēi#
pén#
pèn#
pěn#
pēn#噴濆
peng#
péng#鵬
pèng#
pěng#
pēng#
pí#鵧羆䴽鮍鈹紕𪄆
pì#鸊鷿闢𨵩鈲
pǐ#
pī#鮍鈹鈈紕𪄆鎞
pián#駢𪘀𨵸緶璸
piàn#騙
piǎn#諞
piān#
piáo#
piào#驃
piǎo#縹
piāo#飄驫縹
piè#
piě#
piē#
pín#顰頻貧矉嬪𧭹
pìn#
pǐn#
pīn#䎙𢣐
píng#鮃馮評蘋憑㵗
pìng#
pǐng#
pīng#
po#潑
pó#
pò#釙
pǒ#駊鉕
pō#頗鏺鉕醱釙濼潑
póu#錇
pòu#
pǒu#
pōu#
pú#鏷僕樸
pù#鋪
pǔ#鐠譜樸
pū#鯆撲僕鋪
pu#鋪
qi#氣
qí#齊鰭鯕騏騎頎錡蠐蘄臍碕旂䳢饑蟣
qì#訖磧氣棄𨊰緝悽薺漬愾
qǐ#豈綺啟啓碕
qī#鏚淒榿棲慼悽鸂碕緝
qiá#
qià#鮚
qiǎ#
qiā#
qián#騝騚錢鉗鈐潛乾馯鍼鉆蕁𩎖灒
qiàn#鰜槧塹俔縴䭑
qiǎn#譴脥繾淺齦
qiān#鵮騫顅韆鉛鈆釺遷謙羥縴籤簽牽慳僉鶼鳽鋟
qian#錢
qiáng#牆檣強廧嬙薔
qiàng#熗蹌嗆戧
qiǎng#鏹搶羥強
qiāng#鏘錆蹌瑲槍嶈嗆鶬鏹戧
qiáo#鐈蕎礄橋嘺喬僑䱁䀉譙蟜嶠鞽䚩
qiào#譙誚翹竅㢗𠿕蹺譑嘺磽殼
qiǎo#磽
qiāo#鞽鍬蹻蹺磽繰幓銚
qié#
qiè#鍥篋竊愜鰈魥
qiě#
qiē#
qín#𩎖蘄
qìn#撳櫬儭
qǐn#鋟寢
qīn#駸親欽嶔頜儭鋟
qin#親
qíng#葝䝼
qìng#慶㵾𡄔硜廎
qǐng#頃請廎涇
qīng#輕氫傾𨆪鶄鯖廎
qing#
qióng#藭窮瓊煢
qiòng#
qiōng#
qiú#鰽鯄銶釚釓賕虯巰鳩
qiù#
qiǔ#
qiū#鶖鰍鰌䱸
qu#
qú#鴝𪁖
qù#闃覷誇
qǔ#齲詓
qū#麴麯驅軀趨誳詘嶇區䧢𨧱鶌脥毆騶
quán#鰁顴銓輇詮權捲鸛槫
quàn#勸
quǎn#綣
quān#駩
que#鵲
qué#
què#闕闋確愨卻
quē#闕
qún#羣
qǔn#
qūn#
r#兒
rán#
ràn#
rǎn#𩢡
ran#
ráng#孃
ràng#讓
rǎng#
ráo#饒襓蕘橈嬈
rào#繞蟯撓
rǎo#擾嬈繚繞
ré#
rè#熱
rě#
rén#
rèn#飪韌軔認訒紝紉
rěn#䭃
ren#
réng#𧹈
rèng#
rēng#
rì#馹
róng#鎔蠑絨爃榮嶸
ròng#
rǒng#縟
rōng#
róu#鍒輮
ròu#
rǒu#輮
rú#鴽顬銣繻
rù#縟
rǔ#
ruá#
ruán#
ruàn#
ruǎn#軟
ruí#綏
ruì#鋭銳鈉
ruǐ#
rún#
rùn#閏潤
rǔn#
ruó#
ruò#爇
sa#
sà#颯鎝鈒薩摋𥻦鏾
sǎ#灑纚
sā#𠬙
sài#賽
sǎi#㘔
sāi#鰓
san#
sàn#閐鬖
sǎn#饊鏾糝傘蔘
sān#鬖毿蔘糝
sàng#喪
sǎng#顙
sāng#𦅇
sào#掃
sǎo#掃騷
sāo#鱢鰺鰠騷繅𩙈颾繰
sao#
sè#飋銫譅薔繬穡澀懎嗇鎍鉍漬廧鎩
sěn#
sēn#槮㜗摻
sèng#
sēng#
shà#廈撣
shǎ#𧫝
shā#鯊魦鎩紗殺剎賒摋
shài#曬
shǎi#摋
shāi#篩釃諰
shán#
shàn#鱔騸鐥銏釤贍謆訕繕禪樿䥇鱣壇
shǎn#陝閃熌摻㪎顃㨻
shān#軕羶纔幓姍釤穇柵摻
shang#
shàng#緔鞝
shǎng#賞曏
shāng#觴殤傷
shao#
sháo#
shào#紹
shǎo#
shāo#燒綃
shé#闍鉈
shè#設灄欇攝懾厙𤺔聶䀹
shě#捨
shē#輋賒
shén#
shèn#鋠腎瘮滲
shěn#讅諗瀋審嬸槮
shēn#詵蔘紳鰺幓參
shen#嬸
shéng#繩澠
shèng#聖勝
shěng#
shēng#聲昇
sheng#聲繩
shi#識視實勢
shí#鰣蝕溡時實塒蒔識
shì#飾鉽鈰釋適軾貰謚試視蒔勢𩛌飭鎩繹澤屍鍉
shǐ#駛
shī#鳾鳲鰤鯴鉈釃詩蝨絁獅濕溼溮師屍𥜰訑灑
shòu#鏉綬獸壽
shǒu#
shōu#
shou#
shú#贖蠾孎
shù#豎術樹朮數㜐𧞫𡂡𠐊鷸贖
shǔ#屬鐲藷藪籔數
shū#輸軗綀紓樞書攄䱙紵
shu#數
shuà#
shuǎ#
shuā#
shuài#帥
shuǎi#
shuāi#縗綏
shuàn#槫
shuān#閂
shuàng#
shuǎng#
shuāng#鸘驦雙孇䉶𧕟瀧
shuí#誰
shuì#稅説
shuǐ#
shùn#順瞤
shǔn#
shuó#
shuò#鑠鎙碩爍䁻銏
shuō#説說
sí#
sì#騃駟飼釲瀃飴
sǐ#
sī#鷥颸螄緦絲廝噝鷉鍶
si#
sóng#㞞鬆
sòng#餸頌誦訟鬆
sǒng#聳慫㩳蓯
sōng#鬆鍶
sou#
sòu#擻謏
sǒu#藪籔擻謏
sōu#騪餿颾颼鎪蒐䱸鏉潚
su#訴
sú#
sù#鷫驌餗鋉遡謖肅潚泝㩋𩘹訴
sǔ#
sū#蘇甦囌㢝卹
suàn#
suǎn#
suān#痠
suan#
suí#隨綏
suì#誶繸繐歲䡵
suǐ#
suī#雖綏縗
sùn#
sǔn#筍損
sūn#蓀猻孫飱
suo#
suó#
suò#
suǒ#鎖鎍鎈瑣嗩𩘝
suō#縮魦
tá#
tà#韃闥闒澾撻䌈㒓𦪙𤒻
tǎ#鰨獺𩥑𨶀
tā#鉈
tái#鮐駘颱薹臺檯詒
tài#鈦態
tǎi#騃
tāi#駘釐
tai#
tán#顃錟譚談蕁曇壜壇鷤禪癉彈
tàn#賧歎嘆
tǎn#鉭𨅍壇
tān#貪癱灘攤嘽撣
tan#彈
táng#醣餳鏜
tàng#鐋燙儻
tǎng#钂儻欓
tāng#鏜湯劏閶鐋
tang#湯
táo#騊綯檮䬞籌
tào#韜
tǎo#討
tāo#韜絛濤𩎢頫燾
tè#鋱蟘貸
téng#鰧騰謄
tèng#
tēng#
teng#騰
ti#屜
tí#鷤鶗鵜鯷騠題銻緹綈諦
tì#殢詆綈
tǐ#體
tī#鷉鵜銻
tián#闐鈿𨌈
tiàn#
